EP0001-FILEMANAG_00-0000000000000000,9,FileManager v1.40,File Manager,,http://github.com/Zarh/ManaGunZ/releases/download/1.40/FileManager_v1.40.pkg,0,
UP0001-IRISMAN00_00-VER4880000000000,9,IRISMAN 4.88.1,Manager,,http://github.com/aldostools/IRISMAN/releases/download/4.88/IRISMAN_4.88.pkg,28627808,
UP0001-IRISMAN00_00-0000000000000000,9,IRISMAN RUS,Manager Russifier,,http://github.com/nikolaevich23/man/raw/master/IMR.pkg,306256,
EP0001-MANAGUNZ0_00-0000000000000000,9,ManaGunZ v1.40,Manager,,http://github.com/Zarh/ManaGunZ/releases/download/1.40/ManaGunZ_v1.40.pkg,0,
UP0001-PS3SFM001_00-0000000000000000,9,Simple file manager v0.5.2,File Manager,,http://github.com/lmirel/fm_psx/releases/download/v0.5.2/sfm_ps3.pkg,1098800,
EP0001-UPDWEBMOD_00-0000000000000000,9,webMAN MOD v1.47.36,Backup Manager,,http://github.com/aldostools/webMAN-MOD/releases/download/1.47.36/webMAN_MOD_1.47.36_Installer.pkg,0,
